Date,Open,High,Low,Close,Volume,HL,OC,HO,OL
2024-12-20,246.4400,249.5800,233.4100,245.4400,4415616,6.561434832007797,-0.4057782827463074,1.2741438078234113,-5.287291024184386
2024-12-13,255.3900,258.1200,241.8900,245.4400,2870934,6.3549864912486855,-3.896002192724848,1.0689533654410972,-5.286033125807589
2024-12-06,252.3700,257.8100,247.3800,256.2600,2373419,4.132820858263663,1.541387645124217,2.15556524151048,-1.9772556167531834
2024-11-29,247.3600,256.0200,247.3600,253.0700,3242913,3.5009702457955885,2.308376455368685,3.5009702457955885,0.0
2024-11-22,235.8000,250.7100,229.8550,244.8900,4664708,8.844359626802381,3.8549618320610577,6.323155216284985,-2.5212044105173965
2024-11-15,276.1000,286.5800,234.8800,235.5600,5056594,18.72509960159362,-14.68308583846433,3.7957261861644187,-14.9293734154292
2024-11-08,268.8200,279.5050,263.6709,277.4300,4585022,5.890223941670999,3.2028866899784294,3.974778662301913,-1.9154452793690857
2024-11-01,288.3500,290.9425,263.6500,273.9100,4638693,9.465059823131616,-5.007803017166637,0.899080977978142,-8.565978845153474
2024-10-25,294.3300,301.0450,283.7800,284.8600,4203555,5.8658648455815054,-3.217476981619261,2.2814527910848477,-3.5844120544966573
2024-10-18,284.0900,304.3900,280.8247,295.9300,5138801,8.295012144038854,4.167693336618688,7.145622865993176,-1.1493892780456785
2024-10-11,268.5500,286.0200,264.1500,284.3200,3063595,8.143734872463229,5.872277043381114,6.505306274436779,-1.6384285980264508
2024-10-04,275.5000,277.9400,264.5600,267.9900,3092499,4.856624319419236,-2.7259528130671473,0.885662431941923,-3.970961887477313
2024-09-27,275.2200,278.2400,267.1300,274.9100,2749328,4.036770583533178,-0.11263716299687604,1.09730397500181,-2.939466608531368
2024-09-20,266.6600,279.8500,264.3700,273.8800,3411002,5.805145128628222,2.7075676891922185,4.946373659341482,-0.8587714692867398
2024-09-13,246.6500,266.8000,246.6500,265.2700,3085188,8.169470910196637,7.549158726941,8.169470910196637,0.0
2024-09-06,260.4400,263.0950,244.8800,246.7800,3820995,6.9939333435724285,-5.244970050683457,1.0194286591921478,-5.97450468438028
2024-08-30,274.7100,287.5499,256.9100,262.6900,7833210,11.153543737031763,-4.3755232790943115,4.673983473481126,-6.4795602635506375
2024-08-23,269.2700,285.0000,268.4375,272.6400,3162798,6.150889441824192,1.2515319196345693,5.841720206484205,-0.3091692353399866
2024-08-16,269.5200,274.8800,258.7800,268.2400,3111616,5.9735826654793795,-0.474918373404561,1.9887206886316466,-3.984861976847733
2024-08-09,256.0000,271.8200,252.5200,269.5200,5231606,7.539062499999993,5.281249999999993,6.179687499999997,-1.359374999999996
2024-08-02,235.3300,274.9300,232.2000,272.0500,5994875,18.157480984149924,15.603620447881697,16.827433816343007,-1.3300471678069195
2024-07-26,239.6000,242.9800,231.0100,234.8400,3046349,4.995826377295493,-1.9866444073455722,1.4106844741235374,-3.5851419031719547
2024-07-19,259.7400,260.9000,232.4700,237.8300,4878432,10.945560945560937,-8.435358435358433,0.44660044660043435,-10.498960498960502
2024-07-12,252.8300,263.7300,248.3000,260.5100,4683635,6.1029150021753775,3.037614207174773,4.311197247162126,-1.7917177550132504
2024-07-05,240.0000,252.4800,239.8500,251.0300,4706866,5.262499999999998,4.595833333333333,5.199999999999997,-0.06250000000000237
2024-06-28,219.3700,252.8700,209.2300,243.0000,22414850,19.89333090212883,10.771755481606416,15.271003327711172,-4.622327574417657
2024-06-21,159.7800,166.7600,152.3000,165.7000,4364075,9.049943672549743,3.7050945049442907,4.368506696707967,-4.681436975841776
2024-06-14,151.9300,163.0200,150.7200,160.3900,2652516,8.095833607582446,5.568353847166445,7.299414203909698,-0.7964194036727492
2024-06-07,149.2000,154.4500,147.2500,152.7800,3479198,4.825737265415542,2.399463806970518,3.518766756032172,-1.3069705093833706
2024-05-31,148.4000,152.9800,146.7900,148.4300,3292337,4.171159029649594,0.020215633423181358,3.0862533692722263,-1.0849056603773677
2024-05-24,149.3000,152.0500,147.1500,147.7600,2175230,3.28198258539853,-1.0314802411252648,1.841929002009377,-1.440053583389153
2024-05-17,151.2800,152.6700,144.7300,149.4000,3070008,5.248545742993124,-1.2427287149656236,0.9188260179798958,-4.329719725013228
2024-05-10,152.8200,155.4900,148.7500,150.4700,1747546,4.410417484622438,-1.5377568381101914,1.7471535139379768,-2.663263970684461
2024-05-03,144.9100,155.4100,143.5000,152.3300,2765139,8.21889448623283,5.120419570768074,7.245876751086882,-0.9730177351459504
2024-04-26,145.2100,150.2700,141.9750,143.3100,2307483,5.712416500241041,-1.3084498312788413,3.4846084980373266,-2.227808002203714
2024-04-19,148.6200,150.3700,143.5000,144.4100,2554733,4.6225272507065025,-2.8327277620777873,1.1774996635715247,-3.445027587134978
2024-04-12,154.6300,159.3400,148.2800,148.5000,2807033,7.152557718424628,-3.9643018819116573,3.045980728189878,-4.106576990234751
2024-04-05,148.5700,154.3800,147.5800,153.5600,2152699,4.576967086221972,3.3586861412129028,3.9106145251396667,-0.6663525610823051
2024-03-28,147.1500,155.2800,146.4301,149.4500,2461418,6.014203194019702,1.5630309208290742,5.5249745158002,-0.48922867821950083
2024-03-22,150.6800,151.0000,143.6600,146.5100,2863349,4.871250331829044,-2.767454207592259,0.21237058667374115,-4.658879745155303
2024-03-15,150.2400,152.5000,145.5400,149.2700,3566116,4.632587859424925,-0.6456336528221505,1.504259850905212,-3.128328008519713
2024-03-08,153.1600,154.8500,147.5200,149.8200,3418620,4.785844868111768,-2.180726038130062,1.1034212588143104,-3.682423609297458
2024-03-01,156.4900,161.3092,149.0000,152.6100,4842401,7.865806121796923,-2.4793916544188095,3.079557799220394,-4.786248322576528
