Date,Open,High,Low,Close,Volume,HL,OC,HO,OL
2024-12-20,142.2500,144.9400,125.2300,129.4600,24387431,13.855887521968361,-8.991212653778552,1.8910369068541284,-11.964850615114232
2024-11-29,156.5800,171.0000,138.7400,142.6800,28762869,20.60288670328266,-8.87725124536978,9.209349853110222,-11.393536850172438
2024-10-31,165.3400,166.0000,137.0801,155.0200,29077826,17.49116971089876,-6.241683803072452,0.39917745252207365,-17.09199225837669
2024-09-30,165.2800,171.2000,150.1200,166.2000,23734673,12.75411423039689,0.5566311713455878,3.581800580832519,-9.172313649564373
2024-08-30,150.3700,166.0800,133.7100,165.8400,20897888,21.526900312562347,10.287956374276783,10.447562678725815,-11.079337633836532
2024-07-31,134.0800,155.0000,128.4900,149.7000,29695587,19.77177804295942,11.649761336515494,15.602625298329343,-4.169152744630074
2024-06-28,134.7800,142.3550,130.7500,133.0300,25099526,8.610327941831125,-1.2984122273334322,5.620270069743277,-2.990057872087848
2024-05-31,112.8200,135.7500,112.1300,135.2200,29637362,20.9360042545648,19.854635702889563,20.32441056550258,-0.611593689062221
2024-04-30,104.8600,112.3000,90.0300,112.2900,25100272,21.237840930764825,7.08563799351517,7.095174518405491,-14.142666412359334
2024-03-28,93.4000,107.8000,92.6800,105.1100,26118869,16.18843683083511,12.537473233404702,15.417558886509624,-0.7708779443254805
2024-02-29,85.0300,94.1600,85.0300,93.0000,25201677,10.737386804657174,9.373162413265904,10.737386804657174,0.0
2024-01-31,75.1900,86.5000,73.2100,82.7400,19871438,17.675222768985247,10.041228886820052,15.041893868865545,-2.633328900119702
2023-12-29,68.9200,78.5450,67.7840,75.5700,19845774,15.613755078351703,9.648868253046997,13.965467208357516,-1.6482878699941899
2023-11-30,53.3200,69.2550,51.8300,69.0100,35692170,32.68004501125281,29.426106526631667,29.885596399099768,-2.794448612153042
2023-10-31,65.8400,66.3300,51.0400,53.7000,45438404,23.222964763061967,-18.438639125151884,0.7442284325637832,-22.478736330498183
2023-09-29,77.9300,79.1700,64.9550,65.8900,22103852,18.24072885923265,-15.449762607468248,1.5911715642242972,-16.64955729500835
2023-08-31,76.6000,79.8600,69.8600,77.5600,27723411,13.054830287206267,1.253263707571812,4.25587467362925,-8.798955613577018
2023-07-31,80.8300,84.1300,73.0300,74.7300,23908132,13.732525052579483,-7.546702956822955,4.082642583199304,-9.649882469380177
2023-06-30,71.0000,85.4000,70.7500,81.3800,28868246,20.633802816901415,14.619718309859149,20.281690140845075,-0.352112676056338
2023-05-31,73.1800,74.1000,66.8500,71.2000,26756402,9.907078436731346,-2.705657283410773,1.2571740912817537,-8.649904345449592
2023-04-28,59.3600,73.5200,57.9000,73.3200,32177238,26.314016172506737,23.51752021563341,23.85444743935309,-2.4595687331536404
2023-03-31,58.1200,61.6000,49.7600,59.4200,35547590,20.37164487267723,2.2367515485203104,5.987611837577433,-14.384033035099794
2023-02-28,54.3900,62.4500,53.2500,58.5300,33937177,16.914874057731204,7.611693325979041,14.818900533186252,-2.095973524544954
2023-01-31,49.2600,55.1100,48.1900,54.8500,31131676,14.047909053999193,11.347949654892416,11.87576126674787,-2.1721477872513204
2022-12-30,46.7800,48.7900,42.9900,48.7900,29707089,12.39846088071825,4.296707994869598,4.296707994869598,-8.10175288584865
2022-11-30,44.9500,46.4100,37.9600,46.1800,42099132,18.798665183537253,2.736373748609559,3.248053392658495,-15.550611790878758
2022-10-31,52.3800,58.0400,36.6930,44.3600,54562479,40.75410462008401,-15.311187476135936,10.805651011836572,-29.94845360824743
2022-09-30,55.8800,63.8600,49.4500,51.5800,26732395,25.78740157480314,-7.695060844667152,14.280601288475298,-11.506800286327845
2022-08-31,65.4100,67.2200,56.3200,56.5000,21601104,16.66411863629414,-13.621770371502825,2.7671609845589398,-13.896957651735205
2022-07-29,51.9300,68.1450,50.5350,66.1200,28802716,33.91103408434431,27.325245522819188,31.224725592143262,-2.686308492201046
2022-06-30,65.5800,69.0600,50.3700,52.5600,47275194,28.49954254345838,-19.85361390667886,5.306495882891132,-23.193046660567248
2022-05-31,72.5100,76.3700,61.2600,64.7100,32059980,20.83850503378845,-10.757136946628066,5.323403668459521,-15.515101365328928
2022-04-29,86.7100,91.8300,71.6200,72.5100,33736128,23.307576980740393,-16.376427171029857,5.904739937723452,-17.40283704301694
2022-03-31,85.7700,92.6500,84.7900,85.9600,25870883,9.164043371808326,0.2215226769266617,8.02145272239712,-1.1425906494112041
2022-02-28,74.3000,88.1900,67.5700,85.9900,26684325,27.752355316285335,15.73351278600269,18.694481830417228,-9.05787348586811
2022-01-31,81.7000,82.3900,70.0300,74.1200,23580781,15.128518971848225,-9.277845777233779,0.8445532435740486,-14.283965728274175
2021-12-31,74.5400,82.8800,69.4600,81.6900,17974771,18.003756372417495,9.592165280386357,11.188623557821288,-6.815132814596206
2021-11-30,71.6000,83.6899,69.1200,72.8700,16000918,20.349022346368702,1.773743016759791,16.88533519553073,-3.4636871508379747
2021-10-29,66.8900,72.8000,60.4900,71.6600,20950004,18.403348781581695,7.13111077889071,8.835401405292266,-9.567947376289428
2021-09-30,75.6700,76.0700,65.9000,66.4400,14150106,13.439936566671054,-12.197700541826357,0.5286110744019974,-12.911325492269057
2021-08-31,72.1100,76.1550,64.1000,75.3500,17082929,16.71751490777979,4.493135487449723,5.609485508251285,-11.108029399528505
2021-07-30,67.4750,73.6500,63.4900,71.8400,20348115,15.057428677287891,6.4690626157836375,9.151537606520952,-5.905891070766939
2021-06-30,67.2800,70.7500,65.0000,66.9900,19915742,8.546373365041617,-0.43103448275863,5.157550535077287,-3.38882282996433
2021-05-28,60.7600,67.8500,59.7400,66.9100,18668180,13.34759710335746,10.121790651744567,11.668861092824221,-1.678736010533239
2021-04-30,52.0600,61.2400,49.3700,59.2600,26038831,22.800614675374575,13.830195927775634,17.633499807913946,-5.167114867460631
2021-03-31,51.4200,57.8800,49.1450,52.0000,22522345,16.987553481135745,1.12796577207312,12.563204978607548,-4.424348502528196
2021-02-26,48.0000,53.8000,47.7077,51.0200,20535028,12.692291666666655,6.291666666666674,12.083333333333329,-0.6089583333333278
