Date,Open,High,Low,Close,Volume,HL,OC
2024-10-14,41.3600,42.0450,41.3000,41.9700,12121039,0.01801257253384924,0.014748549323017394
2024-10-11,40.9400,41.9500,40.3800,41.2600,69056646,0.03834880312652663,0.00781631656082072
2024-10-04,41.7500,41.9700,40.5300,41.1900,75888582,0.0344910179640718,2.381796407185629
2024-09-27,40.2100,42.0800,40.1200,41.6400,107035665,0.048744093509077366,0.0355632927132554
2024-09-20,39.7900,41.0700,38.5000,40.1100,123657117,0.06458909273686857,0.008042221663734615
2024-09-13,39.7400,40.0300,38.1400,39.5500,74386479,0.04755913437342729,2.51157523905385
2024-09-06,39.6800,40.3500,38.4000,39.6100,80346670,0.0491431451612904,2.518397177419355
2024-08-30,40.0200,40.5400,39.1700,39.5700,83911109,0.03423288355822082,2.4875062468765616
2024-08-23,39.4700,40.3100,39.1800,39.8200,60526635,0.028629338738282304,0.008867494299467987
2024-08-16,39.0000,39.8300,38.4700,39.6200,75635000,0.034871794871794856,0.015897435897435832
2024-08-09,40.1800,40.5200,38.4400,39.0800,81656352,0.05176704828272786,2.4614235938277753
2024-08-02,39.7300,41.6300,39.6250,39.9000,119844121,0.0504656430908634,0.004278882456581971
2024-07-26,40.1100,40.1900,36.9650,39.6900,120388064,0.08040388930441272,2.482672650211917
2024-07-19,38.2500,41.2000,38.2000,40.0800,106312423,0.0784313725490196,0.04784313725490191
2024-07-12,37.7900,38.3400,37.1400,38.2900,90918769,0.031754432389521116,0.013231013495633766
2024-07-05,38.9000,39.0800,37.6800,37.8600,52443759,0.03598971722365035,2.543958868894602
2024-06-28,38.2900,39.2500,37.6200,39.1600,119528949,0.04256986158265873,0.02272133716375026
2024-06-21,37.3900,38.7100,36.7100,38.4800,123900776,0.05349023803155924,0.029152179727199686
2024-06-14,38.9100,38.9750,37.2600,37.4400,79775631,0.044076072988948944,2.5322539193009512
2024-06-07,40.0000,40.0700,38.9050,38.9600,79253311,0.029124999999999977,2.474
2024-05-31,38.2300,40.0900,37.8450,40.0300,90766229,0.05872351556369356,0.04708344232278327
2024-05-24,39.1700,39.6250,38.2500,38.5400,74218177,0.0351033954557059,2.5368904774061782
2024-05-17,39.5700,40.0575,38.8850,39.2700,82727532,0.029631033611321692,2.5195855446044986
2024-05-10,38.7800,39.8000,38.3300,39.3100,123954935,0.03790613718411549,0.013666838576585898
2024-05-03,38.5700,38.9500,37.8350,38.6900,94123182,0.02890847809178123,0.0031112263417162936
2024-04-26,40.4800,41.1200,36.4300,38.5700,127169465,0.11585968379446636,2.4231719367588935
2024-04-19,39.7500,40.3000,38.8800,40.2400,100583344,0.035723270440251434,0.012327044025157283
2024-04-12,40.7500,41.0100,39.2300,39.3700,129876325,0.04368098159509205,2.420122699386503
2024-04-05,43.0300,43.0500,40.6350,40.9000,96598016,0.056123634673483594,2.2744596792935163
2024-03-28,42.8700,43.5900,42.1400,43.3500,72414719,0.03382318637742018,0.011196641007697784
2024-03-22,43.0500,43.4900,42.4500,42.7400,106059484,0.02415795586527292,2.315679442508711
2024-03-15,42.7300,43.6800,42.0100,42.7700,127590944,0.03908261174818633,0.0009361104610345484
2024-03-08,42.7300,42.8800,41.5100,42.5800,99103860,0.03206178329042838,2.3367657383571263
2024-03-01,41.9200,43.0700,41.7700,42.8000,91175369,0.03101145038167932,0.02099236641221363
2024-02-23,41.1500,42.3200,40.7350,41.9000,75474631,0.038517618469015816,0.01822600243013366
2024-02-16,41.9400,42.9900,41.1600,41.2400,114316825,0.04363376251788282,2.3676680972818316
2024-02-09,44.9500,45.3750,41.0550,42.0700,137651789,0.09610678531701891,2.160622914349277
2024-02-02,46.0800,47.1100,44.8700,45.0900,97336379,0.048611111111111154,2.1486545138888893
