Date,Open,High,Low,Close,Volume,HL,OC
2024-10-15,245.2000,246.9800,240.6300,245.9200,64815686,2.589722675367045,0.29363784665579074
2024-09-30,230.3800,247.3700,228.5200,243.0600,130558505,8.182133865786959,5.503949995659348
2024-08-30,226.7400,234.0100,220.1100,231.2900,147220567,6.130369586310301,2.006703713504447
2024-07-31,215.2500,229.6500,214.4850,226.5500,138677674,7.045296167247383,5.249709639953548
2024-06-28,215.9200,219.9700,211.5400,215.0100,108836267,3.9042237865876284,-0.4214523897739888
2024-05-31,212.9600,225.6600,210.7100,215.3000,141708419,7.020097670924112,1.098797896318559
2024-04-30,208.6800,225.0900,206.2900,211.8700,252787515,9.009009009009015,1.5286563158903572
2024-03-28,190.2700,206.0500,189.4400,205.7200,162025268,8.72969990014191,8.120039943238549
2024-02-29,189.7100,191.3600,183.7800,189.3100,118521138,3.995572189130785,-0.21084813662959553
2024-01-31,191.4400,191.8900,185.4500,188.4500,124525258,3.3639782699540315,-1.5618470539072342
2023-12-29,188.8050,193.1823,183.1513,191.1700,153448704,5.3128889595084905,1.252615132014502
2023-11-30,183.9100,189.9900,179.1100,188.7500,143767716,5.915937143167851,2.631722037953349
2023-10-31,170.2300,186.3600,168.3000,184.0900,222534517,10.609175820948131,8.141925630029968
2023-09-29,180.8000,181.1200,171.2650,171.4500,122807360,5.450774336283196,-5.171460176991163
2023-08-31,180.8500,181.3750,174.9300,180.0200,140446026,3.5637268454520283,-0.4589438761404391
2023-07-31,178.6100,184.2300,176.6600,182.3500,99854633,4.2382845305413985,2.093947707295213
2023-06-30,182.8100,184.2100,175.7900,178.2700,133978121,4.605874952136106,-2.4834527651660148
2023-05-31,186.0500,191.3600,180.0900,182.3200,181005078,6.057511421660848,-2.0048374092985854
2023-04-28,183.8500,190.4100,183.2200,184.8000,170692301,3.910796845254282,0.5167255915148311
2023-03-31,170.9500,186.2400,168.5200,183.2200,223198008,10.36560397777128,7.177537291605739
2023-02-28,179.7500,181.7300,168.1900,169.7800,113813799,7.532684283727394,-5.546592489568845
2023-01-31,171.3200,181.2200,169.7900,179.4100,118786883,6.671725426103203,4.722157366332013
2022-12-30,167.4800,170.6100,164.3201,169.6400,106823105,3.755612610460961,1.289706233580127
2022-11-30,153.8200,166.2300,150.5703,164.8100,114982275,10.180535691067472,7.144714601482258
