Date,Open,High,Low,Close,Volume,HL,OC
2024-10-11,881.6000,910.0000,872.3264,889.0300,8910600,0.04273321234119778,0.008427858439201396
2024-10-04,891.3700,910.0000,867.1600,883.1100,8269435,0.04806085015201323,0.10292022392496944
2024-09-27,906.9800,919.5000,874.0000,885.6200,12055939,0.050166486581843035,0.08670532977573925
2024-09-20,922.0000,922.6300,890.9497,906.9800,10791813,0.03436041214750541,0.09216919739696314
2024-09-13,884.7400,923.8299,877.8700,916.0000,8307062,0.05194735176436009,0.03533241404254356
2024-09-06,896.6800,896.8900,868.7000,876.6800,7280754,0.031438194227595063,0.0892180041932462
2024-08-30,883.1700,918.9280,881.4411,892.3800,9147679,0.04244584847764303,0.010428343354054188
2024-08-23,870.5900,891.1200,868.7000,879.2100,6635154,0.02575265050138407,0.009901331281085246
2024-08-16,857.2500,880.3250,852.4000,870.5900,8013862,0.03257509477981927,0.015561388159813394
2024-08-09,798.0000,857.7710,793.0000,854.9300,11054798,0.08116666666666661,0.07134085213032575
2024-08-02,822.5600,830.2850,803.2800,822.0800,9932589,0.032830431822602604,0.12098813460416274
2024-07-26,845.7500,854.5799,809.0100,817.6000,9800867,0.053881052320425615,0.08495418267809639
2024-07-19,846.8600,857.8999,825.1100,838.1300,9857569,0.03871938691165008,0.10777460264978861
2024-07-12,886.7900,896.6700,838.3800,842.9000,14035076,0.06573145840616151,0.06327315373425503
2024-07-05,853.5000,886.9400,840.5001,885.6700,6801997,0.05441113063854725,0.03769185705916808
2024-06-28,850.0000,859.7400,841.5100,849.9900,8290467,0.021447058823529434,0.11763529411764707
2024-06-21,854.4900,873.9599,847.6500,848.3100,9466188,0.03079017893714376,0.10979648679329183
2024-06-14,847.1800,856.1800,837.5500,855.6700,7648967,0.021990604121910333,0.010021483037843209
2024-06-07,811.0000,850.3800,807.1324,845.5800,9171781,0.0533262638717633,0.042638717632552454
2024-05-31,809.7400,819.5000,788.2000,809.8900,10918266,0.03865438288833447,0.0001852446464296901
2024-05-24,795.2500,816.8668,792.0000,809.7300,7057706,0.03126916064130778,0.018208110657026114
2024-05-17,788.0000,804.5600,771.4301,795.8100,7895253,0.04204302030456841,0.009911167512690286
2024-05-10,749.5900,787.4499,746.4800,787.1900,8551904,0.054656412171987266,0.050160754545818406
2024-05-03,729.5300,747.4900,715.3200,743.9000,9020940,0.0440968842953682,0.01969761353200006
2024-04-26,714.8600,730.9450,706.1700,729.1800,6957967,0.034657135662927135,0.020031894356936933
2024-04-19,735.4300,741.0000,702.0000,709.5100,8633732,0.05303020001903649,0.10073018506180065
2024-04-12,713.5100,733.7900,706.9750,731.3100,8188557,0.03758181384984084,0.024947092542501093
2024-04-05,731.7600,733.2700,697.2700,713.7200,10813232,0.04919645785503444,0.11200393571662845
2024-03-28,731.0000,735.8900,726.7400,732.6300,5918156,0.012517099863201063,0.0022298221614227023
2024-03-22,726.1000,752.3100,726.0150,734.8000,8217574,0.03621402010742316,0.011981820685855848
2024-03-15,719.8100,740.6754,711.0100,725.6300,14733196,0.04121282004973532,0.008085466998235716
2024-03-08,755.0800,787.0800,725.1000,725.5600,19665391,0.08208401758754041,0.09334110292949079
2024-03-01,742.0000,752.5600,739.0001,749.4400,9582625,0.01827479784366573,0.010026954177897647
2024-02-23,728.0300,742.5099,720.2700,737.9300,7040601,0.03054805433842017,0.013598340727717234
2024-02-16,723.5200,729.0600,709.0400,723.9900,8025298,0.027670278637770874,0.0006496019460416122
2024-02-09,710.6400,728.1700,704.3400,723.4000,9687143,0.03353315321400418,0.017955645615220072
2024-02-02,689.9000,714.2800,686.2600,709.4800,10171219,0.04061458182345265,0.028380924771706104
2024-01-26,695.4300,698.6600,675.9600,686.8800,11181453,0.032641674934932245,0.13150137325108213
2024-01-19,683.2400,696.1300,678.1600,694.9700,7581979,0.02630115332825951,0.017168198583221148
2024-01-12,655.8100,683.7150,654.0338,683.2400,9992525,0.04525884021286652,0.04182613866821193
2024-01-05,655.5800,659.6500,640.5101,656.0100,9641522,0.029195368986241206,0.0006559077458127917
2023-12-29,673.0100,675.8600,657.1600,660.0800,7081940,0.0277856198273429,0.1293740063297723
2023-12-22,664.5000,681.9100,659.4500,671.6000,16976645,0.03379984951091034,0.010684725357411622
2023-12-15,621.9700,661.8800,618.7601,658.8200,19597427,0.06932794186214773,0.059247230573821925
2023-12-08,592.1500,613.6100,591.4600,610.7800,9285329,0.037406062653043956,0.03146162289960314
2023-12-01,592.5200,599.9400,582.8250,596.2500,7464626,0.02888510092486331,0.006295146155404068
2023-11-24,577.3400,594.1950,577.3400,591.3600,4512868,0.029194235632383027,0.024283784251913916
